--------------------------------------------------------------------------------
        UniProt - Swiss-Prot Protein Knowledgebase
        SIB Swiss Institute of Bioinformatics; Geneva, Switzerland
        European Bioinformatics Institute (EBI); Hinxton, United Kingdom
        Protein Information Resource (PIR); Washington DC, USA
--------------------------------------------------------------------------------

Description: Translation initiation factors: list of entries
Name:        initfact.txt
EIF3F_MACFA (Q4R5B8)     
EIF3F_MALGO (A8PZS4)     
EIF3F_MOUSE (Q9DCH4)     
EIF3F_NEOFI (A1D3E1)     
EIF3F_NEUCR (Q9P748)     
EIF3F_PANTR (A5A6I3)     
EIF3F_PHANO (Q0UTQ6)     
EIF3F_PYRO7 (A4R0E5)     
EIF3F_SCHPO (O43060)     
EIF3F_USTMA (Q4PI88)     
EIF3F_YARLI (Q6C4H1)     


==============
eIF3 subunit 6
==============

EIF3E_AEDAE (Q1HQY6)     
EIF3E_ANOGA (Q7QIL8)     
EIF3E_ARATH (Q9C5Z3)     
EIF3E_ASPCL (A1CKN7)     
EIF3E_ASPFC (B0XXL3)     
EIF3E_ASPFU (Q4WY08)     
EIF3E_ASPNC (A5AAA4)     
EIF3E_ASPOR (Q2UKS9)     
EIF3E_ASPTN (Q0CNR3)     
EIF3E_BOMMO (Q2F5R8)     
EIF3E_BOTFB (A6SM77)     
EIF3E_BOVIN (Q3T102)     
EIF3E_BRUMA (A8NY27)     
EIF3E_CAEBR (A8XFH3)     
EIF3E_CAEEL (O61820)     
EIF3E_CHAGB (Q2HBQ2)     
EIF3E_CHICK (Q5ZLA5)     
EIF3E_COCIM (Q1E170)     
EIF3E_CRYNB (P0CN51)     
EIF3E_CRYNJ (P0CN50)     
EIF3E_CULQU (B0WAM5)     
EI3EA_DANRE (Q6DRI1)     
EI3EB_DANRE (Q1LUA8)     
EIF3E_DICDI (Q54CC5)     
EIF3E_DROAN (B3M4D9)     
EIF3E_DROER (B3NDH5)     
EIF3E_DROGR (B4IXG1)     
EIF3E_DROME (O77410)     
EIF3E_DROMO (B4KY00)     
EIF3E_DROPE (B4H5N1)     
EIF3E_DROPS (Q29EX2)     
EIF3E_DROSE (B4HK67)     
EIF3E_DROSI (B4QMY7)     
EIF3E_DROVI (B4LG58)     
EI3E1_DROWI (B4MYA1)     
EI3E2_DROWI (B4N3B0)     
EIF3E_DROYA (B4PK98)     
EIF3E_EMENI (Q5B973)     
EIF3E_HUMAN (P60228)     
EIF3E_MACFA (Q4R6G8)     
EIF3E_MONBE (A9UQS1)     
EIF3E_MOUSE (P60229)     
EIF3E_NEMVE (A7RWP6)     
EIF3E_NEOFI (A1D6T6)     
EIF3E_NEUCR (Q7S519)     
EIF3E_PHANO (Q0U0X1)     
EIF3E_PONAB (Q5R8K9)     
EIF3E_PYRO7 (A4R796)     
EIF3E_RAT   (Q641X8)     
EIF3E_SALSA (B5DGH9)     
EIF3E_SCHPO (O94513)     
EIF3E_SCLS1 (A7F3L0)     
EIF3E_USTMA (Q4PHN4)     
EI3EA_XENLA (Q05AY2)     
EI3EB_XENLA (Q3B8M3)     
EIF3E_XENTR (Q6P7L9)     
EIF3E_YARLI (Q6C0Q2)     


==============
eIF3 subunit 7
==============

EIF3D_AEDAE (Q16UF8)     
EIF3D_ANOGA (Q7QBW3)     
EIF3D_ARATH (P56820)     
EIF3D_ASPCL (A1C777)     
EIF3D_ASPFC (B0XU47)     
EIF3D_ASPFU (Q4X054)     
EIF3D_ASPNC (A5ABX6)     
EIF3D_ASPOR (Q2UE04)     
EIF3D_BOMMO (Q0ZB77)     
EIF3D_BOTFB (A6SJW6)     
EIF3D_BOVIN (Q3T122)     
EIF3D_CAEBR (A8X371)     
EIF3D_CAEEL (P30642)     
EIF3D_CHAGB (Q2H5T8)     
EIF3D_COCIM (Q1E4Z3)     
EIF3D_CRYNB (P0CN49)     
EIF3D_CRYNJ (P0CN48)     
EIF3D_CULQU (B0X6P7)     
EIF3D_DANRE (Q6TH15)     
EIF3D_DICDI (Q554U9)     
EIF3D_EMENI (Q5AVZ0)     
EIF3D_HUMAN (O15371)     
EIF3D_MACFA (Q4R8R4)     
EIF3D_MOUSE (O70194)     
EIF3D_NASVI (K7IM66)     
EIF3D_NEMVE (A7SMR1)     
EIF3D_NEOFI (A1DI25)     
EIF3D_NEUCR (Q7S2I2)     
EIF3D_PHANO (Q0UVG7)     
EIF3D_PONAB (Q5R925)     
EIF3D_PYRO7 (A4RFH6)     
EIF3D_RAT   (Q6AYK8)     
EIF3D_SCHPO (O94236)     
EIF3D_SCLS1 (A7F8K7)     
EIF3D_USTMA (Q4PEZ2)     
EIF3D_XENLA (Q7ZTM9)     
EIF3D_XENTR (Q6P8G0)     
EIF3D_YARLI (Q6C1N1)     


==============
eIF3 subunit 8
==============

EIF3C_AEDAE (Q17Q06)     
EIF3C_ANOGA (Q7PMU8)     
EIF3C_ARATH (O49160)     
EIF3C_ASPCL (A1C987)     
EIF3C_ASPFC (B0YEH1)     
EIF3C_ASPFU (Q4W9S8)     
EIF3C_ASPOR (Q2U0Q9)     
EIF3C_ASPTN (Q0CVT0)     
EIF3C_BOMMO (Q0ZB76)     
EIF3C_BOTFB (A6S043)     
EIF3C_BOVIN (Q3SYW6)     
EIF3C_CAEBR (A8WWU0)     
EIF3C_CAEEL (O02328)     
EIF3C_CANAL (Q5AML1)     
EIF3C_CANGA (Q6FIJ6)     
EIF3C_CHAGB (Q2H731)     
EIF3C_COCIM (Q1DP77)     
EIF3C_CRYNB (P0CN47)     
EIF3C_CRYNJ (P0CN46)     
EIF3C_CULQU (B0W0S3)     
EIF3C_DANRE (Q6PFQ2)     
EIF3C_DEBHA (Q6BJF7)     
EIF3C_DICDI (Q54X97)     
EIF3C_DROAN (B3MIF1)     
EIF3C_DROER (B3NML0)     
EIF3C_DROGR (B4J789)     
EIF3C_DROME (A1ZAX1)     
EIF3C_DROMO (B4KN00)     
EIF3C_DROPE (B4GIB1)     
EIF3C_DROPS (Q28Z41)     
EIF3C_DROSE (B4HMY3)     
EIF3C_DROVI (B4LNA1)     
EIF3C_DROWI (B4MRZ8)     
EIF3C_DROYA (B4P562)     
EIF3C_EMENI (Q5AX75)     
EIF3C_EREGS (Q751S5)     
EIF3C_HUMAN (Q99613)     
EIF3C_KLULA (Q6CLH3)     
EIF3C_LODEL (A5E3Q2)     
EIF3C_MEDTR (Q9XHM1)     
EIF3C_MOUSE (Q8R1B4)     
EIF3C_NEOFI (A1D9P1)     
EIF3C_NEUCR (Q7SBD4)     
EIF3C_PHANO (Q0V1H5)     
EIF3C_PICGU (A5DPQ5)     
EIF3C_PICST (A3GGB4)     
EIF3C_PONAB (Q5RAT8)     
EIF3C_PYRO7 (A4QSX4)     
EIF3C_RAT   (B5DFC8)     
EIF3C_SCHPO (O14164)     
EIF3C_SCLS1 (A7E471)     
EIF3C_USTMA (Q4P0P0)     
EIF3C_VANPO (A7TML4)     
EIF3C_XENLA (Q4QR58)     
EIF3C_XENTR (Q6P1V4)     
EIF3C_YARLI (Q6C855)     
EIF3C_YEAS7 (A6ZN26)     
EIF3C_YEAST (P32497)     


==============
eIF3 subunit 9
==============

EIF3B_AEDAE (Q0IEY3)     
EIF3B_ANOGA (Q7PZY1)     
EIF3B_ARATH (Q9C5Z1)     
EIF3B_ASPCL (A1CS92)     
EIF3B_ASPFC (B0XRG7)     
EIF3B_ASPFU (Q4WKL7)     
EIF3B_ASPNC (A2Q908)     
EIF3B_ASPOR (Q2URB7)     
EIF3B_ASPTN (Q0CN46)     
EIF3B_BOMMO (Q1HDZ5)     
EIF3B_BOTFB (A6SFQ6)     
EIF3B_BOVIN (A7MB16)     
EIF3B_CAEBR (A8WX15)     
EIF3B_CAEEL (Q9XWI6)     
EIF3B_CANAL (Q5AGV4)     
EIF3B_CANGA (Q6FM92)     
EIF3B_CHAGB (Q2GM53)     
EIF3B_COCIM (Q1DI97)     
EIF3B_CRYNB (P0CN45)     
EIF3B_CRYNJ (P0CN44)     
EIF3B_CULQU (B0W562)     
EIF3B_DEBHA (Q6BLY5)     
EIF3B_DICDI (Q54QW1)     
EIF3B_DROAN (B3ME25)     
EIF3B_DROER (B3NMI5)     
EIF3B_DROGR (B4J6D5)     
EIF3B_DROME (Q0E940)     
EIF3B_DROMO (B4KNN9)     
EIF3B_DROPE (B4GAY7)     
EIF3B_DROPS (B5E081)     
EIF3B_DROSE (B4HMV9)     
EIF3B_DROSI (B4QB88)     
EIF3B_DROVI (B4LM71)     
EIF3B_DROWI (B4MQL8)     
EIF3B_DROYA (B4P5F7)     
EIF3B_EMENI (Q5BGH1)     
EIF3B_EREGS (Q758X9)     
EIF3B_HUMAN (P55884)     
EIF3B_KLULA (Q6CY34)     
EIF3B_LODEL (A5E5Y8)     
EIF3B_MOUSE (Q8JZQ9)     
EIF3B_NEOFI (A1D558)     
EIF3B_NEUCR (Q7S464)     
EIF3B_PICAN (P12806)     
EIF3B_PICGU (A5DR43)     
EIF3B_PICST (A3LY29)     
EIF3B_PYRO7 (A4QZL9)     
EIF3B_RAT   (Q4G061)     
EIF3B_SCHPO (Q10425)     
EIF3B_SCLS1 (A7EHM8)     
EIF3B_TOBAC (P56821)     
EIF3B_USTMA (Q4P6G4)     
EIF3B_VANPO (A7TKF2)     
EIF3B_XENLA (Q569Z1)     
EIF3B_YARLI (Q6C1H8)     
EIF3B_YEAS7 (A6ZPJ1)     
EIF3B_YEAST (P06103)     


===============
eIF3 subunit 10
===============

EIF3A_AEDAE (Q173M7)     
EIF3A_ANOGA (Q7PGE8)     
EIF3A_ARATH (Q9LD55)     
EIF3A_ASPCL (A1CRE5)     
EIF3A_ASPFC (B0XP13)     
EIF3A_ASPFU (Q4WJQ1)     
EIF3A_ASPNC (A2Q8I1)     
EIF3A_ASPOR (Q2UKG6)     
EIF3A_ASPTN (Q0CUP6)     
EIF3A_BRUMA (A8PKH2)     
EIF3A_CAEBR (A8WM57)     
EIF3A_CAEEL (P34339)     
EIF3A_CANAL (Q59PL9)     
EIF3A_CANGA (Q6FK21)     
EIF3A_CHAGB (Q2H6G4)     
EIF3A_COCIM (Q1DXU0)     
EIF3A_CRYNB (P0CN43)     
EIF3A_CRYNJ (P0CN42)     
EIF3A_CULQU (B0W6N3)     
EIF3A_DANRE (Q6PCR7)     
EIF3A_DEBHA (B5RUP5)     
EIF3A_DICDI (Q86B20)     
EIF3A_DROAN (B3LY22)     
EIF3A_DROER (B3P211)     
EIF3A_DROGR (B4K250)     
EIF3A_DROME (Q9VN25)     
EIF3A_DROMO (B4KA44)     
EIF3A_DROPE (B4GDX4)     
EIF3A_DROPS (Q295G5)     
EIF3A_DROSE (B4I3P3)     
EIF3A_DROSI (B4QVI2)     
EIF3A_DROVI (B4M693)     
EIF3A_DROWI (B4NIC3)     
EIF3A_DROYA (B4PTS9)     
EIF3A_EMENI (Q5B9N7)     
EIF3A_EREGS (Q75DT8)     
EIF3A_HUMAN (Q14152)     
EIF3A_KLULA (Q6CT90)     
EIF3A_LODEL (A5E1T3)     
EIF3A_MAIZE (Q9XHR2)     
EIF3A_MONBE (A9V549)     
EIF3A_MOUSE (P23116)     
EIF3A_NEMVE (A7SK48)     
EIF3A_NEOFI (A1D4A7)     
EIF3A_NEUCR (Q7RWT1)     
EIF3A_PICGU (A5DHL9)     
EIF3A_PYRO7 (A4RM69)     
EIF3A_RAT   (Q1JU68)     
EIF3A_SCHPO (O74760)     
EIF3A_TOBAC (Q40554)     
EIF3A_USTMA (Q4P358)     
EIF3A_VANPO (A7TL64)     
EIF3A_XENLA (A2VD00)     
EIF3A_XENTR (A4II09)     
EIF3A_YARLI (Q6C161)     
EIF3A_YEAST (P38249)     


===============
eIF3 subunit 11
===============

EIF3K_AEDAE (Q177J8)     
EIF3K_ANOGA (Q7QGK4)     
EIF3K_ARATH (Q9SZA3)     
EIF3K_ASPCL (A1CK40)     
EIF3K_ASPFC (B0XY69)     
EIF3K_ASPFU (Q4WXE9)     
EIF3K_ASPNC (A2R7B4)     
EIF3K_ASPOR (Q2UQC6)     
EIF3K_ASPTN (Q0CXN3)     
EIF3K_BOMMO (Q1HPS4)     
EIF3K_BOTFB (A6SDU6)     
EIF3K_BOVIN (Q3T0V3)     
EIF3K_BRUMA (A8QDN3)     
EIF3K_CAEBR (Q61K76)     
EIF3K_CAEEL (Q9XUP3)     
EIF3K_COCIM (Q1E6D3)     
EIF3K_CRYNB (P0CN55)     
EIF3K_CRYNJ (P0CN54)     
EIF3K_CULQU (B0XEA7)     
EIF3K_DANRE (Q567V6)     
EIF3K_DICDI (Q54EQ1)     
EIF3K_DROAN (B3MIY7)     
EIF3K_DROER (B3NN00)     
EIF3K_DROGR (B4JVG7)     
EIF3K_DROME (Q9W2D9)     
EIF3K_DROMO (B4KTN5)     
EIF3K_DROPE (B4G9X6)     
EIF3K_DROPS (Q292B6)     
EIF3K_DROSE (B4I7U3)     
EIF3K_DROVI (B4LNQ8)     
EIF3K_DROWI (B4MIW0)     
EIF3K_DROYA (B4P8V1)     
EIF3K_EMENI (Q5B8S5)     
EIF3K_HUMAN (Q9UBQ5)     
EIF3K_MOUSE (Q9DBZ5)     
EIF3K_NEMVE (A7SGZ5)     
EIF3K_NEOFI (A1D7C4)     
EIF3K_NEUCR (Q7S2R9)     
EIF3K_ORYSJ (Q94HF1)     
EIF3K_PHANO (Q0TXH0)     
EIF3K_PYRO3 (L7IAU0)     
EIF3K_PYRO7 (P0CT07)     
EIF3K_SCLS1 (A7F080)     
EIF3K_USTMA (Q4P4X6)     
EIF3K_XENLA (Q6GNI4)     
EIF3K_XENTR (Q28C65)     
EIF3K_YARLI (Q6C830)     


==============
eIF4A (eIF-4A)
==============

IF4A_AJECN  (A6R3R5)     
IF4A1_ARATH (P41376)     
IF4A2_ARATH (P41377)     
IF4A3_ARATH (Q9CAI7)     
RH2_ARATH   (Q94A52)     
IF4A_ASPCL  (A1CJT5)     
IF4A_ASPFU  (Q4WX43)     
IF4A_ASPNC  (A2QEN5)     
IF4A_ASPOR  (Q2UPY3)     
IF4A_ASPTN  (Q0CXD0)     
IF4A_BOTFB  (A6RJ45)     
IF4A1_BOVIN (Q3SZ54)     
IF4A2_BOVIN (Q3SZ65)     
IF4A3_BOVIN (Q2NL22)     
IF4A_CAEEL  (P27639)     
IF4A_CANAL  (P87206)     
IF4A_CANGA  (Q6FQQ6)     
IF4A_CHAGB  (Q2HFP1)     
IF4A2_CHICK (Q8JFP1)     
IF4A3_CHICK (Q5ZM36)     
IF4A_COCIM  (Q1DQ20)     
IF4A_CRYNB  (P0CQ71)     
IF4A_CRYNJ  (P0CQ70)     
IF4A_CRYPV  (O02494)     
IF4A3_DANRE (Q7ZVA6)     
IF4A_DEBHA  (Q6BRN4)     
IF4AX_DICDI (Q54CH6)     
IF4A_DICDI  (Q55D61)     
IF4A3_DROME (Q9VHS8)     
IF4A_DROME  (Q02748)     
IF4A_EMENI  (Q5B948)     
IF4A_ENCCU  (Q8SQM5)     
IF4A_EREGS  (Q75BL8)     
IF4A1_HUMAN (P60842)     
IF4A2_HUMAN (Q14240)     
IF4A3_HUMAN (P38919)     
IF4A_KLULA  (Q6CXT4)     
IF4A_LEIBR  (Q25225)     
IF4A_LEIIN  (A4HRK0)     
IF4A_LEIMA  (O62591)     
IF4A_LODEL  (A5DVM3)     
IF4A1_MACFA (Q4R8K5)     
IF4A2_MACFA (Q4R4Y9)     
IF4A3_MACFA (Q4R3Q1)     
IF4A_MAIZE  (Q41741)     
DD19A_MOUSE (Q61655)     
IF4A1_MOUSE (P60843)     
IF4A2_MOUSE (P10630)     
IF4A3_MOUSE (Q91VC3)     
IF4A_NEOFI  (A1D7N3)     
IF4A_NEUCR  (Q7RV88)     
IF4A2_NICPL (P41379)     
IF4A3_NICPL (P41380)     
IF43A_ORYSJ (Q5VNM3)     
IF43B_ORYSJ (Q10I26)     
IF4A1_ORYSJ (P35683)     
IF4A2_ORYSJ (Q0E2Q3)     
IF4A3_ORYSJ (Q6Z2Z4)     
IF4A1_PANTR (A5A6N4)     
IF4A_PHANO  (Q0UU86)     
IF4A_PICGU  (A5DB98)     
IF4A_PICST  (A3GFI4)     
IF4A3_PIG   (A6M931)     
IF4A1_PONAB (Q5R5F5)     
IF4A2_PONAB (Q5R4X1)     
IF4A_PYRO7  (A4QVP2)     
IF4A1_RABIT (P29562)     
IF4A2_RAT   (Q5RKI1)     
IF4A3_RAT   (Q3B8Q2)     
IF4A3_SALSA (B5DG42)     
IF4A_SCHPO  (P47943)     
IF4A_SCLS1  (A7EGL7)     
IF4A3_TAEGU (B5FZY7)     
IF410_TOBAC (P41382)     
IF411_TOBAC (Q40465)     
IF413_TOBAC (Q40466)     
IF414_TOBAC (Q40467)     
IF415_TOBAC (Q40468)     
IF4A6_TOBAC (Q40469)     
IF4A7_TOBAC (Q40470)     
IF4A8_TOBAC (P41381)     
IF4A9_TOBAC (Q40471)     
IF4A_TRYB2  (Q38F76)     
IF4A_TRYCC  (Q4E162)     
IF4A_USTMA  (Q4P331)     
IF4A_VANPO  (A7TK55)     
IF4A_WHEAT  (P41378)     
I4A3A_XENLA (Q5U526)     
I4A3B_XENLA (O42226)     
IF4A3_XENTR (B7ZTW1)     
IF4A_YARLI  (Q6CDV4)     
IF4A_YEAS7  (A6ZQJ1)     
IF4A_YEAST  (P10081)     


==============
eIF4B (eIF-4B)
==============

IF4B_HUMAN  (P23588)     
IF4B_MOUSE  (Q8BGD9)     
IF4B_YEAST  (P34167)     


================================
eIF4E (eIF-4E) (eIF4F subunit 2)
================================

IF4E_APLCA  (O77210)     
IF4E_BOVIN  (Q9N0T5)     
IF4E_CANAL  (Q9P975)     
IF4E_CANGA  (Q9P974)     
IF4E_DICDI  (Q55FE0)     
IF4E_EREGS  (Q75AV8)     
IF4E_HUMAN  (P06730)     
IF4E_MOUSE  (P63073)     
IF4E_RABIT  (P29338)     
IF4E_RAT    (P63074)     
IF4E_XENLA  (P48597)     
IF4E_YEAST  (P07260)     

IF4EH_MIMIV (Q5UQG4)     


================================
eIF4G (eIF-4G) (eIF4F subunit 1)
================================

IF4G_ARATH  (Q76E23)     
IF4G_CUCME  (A0A1S3C4H6) 
IF4G_ORYSJ  (B9FXV5)     
IF4G_SCHPO  (Q10475)     
IF4G_WHEAT  (G5CEW6)     


==============
eIF4H (eIF-4H)
==============

IF4H_BOVIN  (Q1JPH6)     
IF4H_HUMAN  (Q15056)     
IF4H_MOUSE  (Q9WUK2)     
IF4H_PONAB  (Q5RBR8)     
IF4H_RAT    (Q5XI72)     


============
eIF5 (eIF-5)
============

IF5Y_ARATH  (Q9C8F1)     
IF5Z_ARATH  (Q9S825)     
IF5_CAEEL   (Q22918)     
IF5_DICDI   (Q54LA1)     
IF5_DROME   (Q9VXK6)     
IF5_HUMAN   (P55010)     
IF5_MAIZE   (P55876)     
IF5_MOUSE   (P59325)     
IF5_PHAVU   (P48724)     
IF5_PONAB   (Q5R4L0)     
IF5_RAT     (Q07205)     
IF5_SCHPO   (Q09689)     
IF5_TRICA   (Q26891)     
IF5_YEAST   (P38431)     


=======================
eIF5A (eIF-5A) (eIF-4D)
=======================

IF5A1_ARATH (Q9XI91)     
IF5A2_ARATH (Q93VP3)     
IF5A3_ARATH (Q9C505)     
HEXA_ASPFU  (Q4WUL0)     
IF5A1_BOVIN (Q6EWQ7)     
IF5A1_CAEEL (P34563)     
IF5A2_CAEEL (Q20751)     
IF5A_CANAL  (O94083)     
IF5A1_CHICK (Q09121)     
IF5A2_CHICK (Q07460)     
IF5A1_DANRE (Q6NX89)     
IF5A_DIACA  (Q9AXQ7)     
IF5A_DICDI  (P13651)     
IF5A_DROME  (Q9GU68)     
HEX1_EMENI  (Q9P8K9)     
IF5A1_HUMAN (P63241)     
IF5A2_HUMAN (Q9GZV4)     
IF5AL_HUMAN (Q6IS14)     
IF5A_LEIDO  (A4GVE9)     
IF5A_LEIMU  (E9AXF0)     
IF5A_MAIZE  (P80639)     
IF5A_MANES  (Q9AXJ4)     
IF5A1_MEDSA (P26564)     
IF5A2_MEDSA (Q945F4)     
IF5A1_MOUSE (P63242)     
IF5A2_MOUSE (Q8BGY2)     
HEX1_NEUCR  (P87252)     
IF5A_NEUCR  (P38672)     
IF5A1_NICPL (P69039)     
IF5A2_NICPL (P24922)     
IF5A2_PONAB (Q5R898)     
IF5A1_RABIT (P10160)     
IF5A1_RAT   (Q3T1J1)     
IF5A_SCHMA  (Q26571)     
IF5A1_SCHPO (P56289)     
IF5A2_SCHPO (Q9UST4)     
IF5A_SENVE  (Q9SC12)     
IF5A1_SOLLC (Q9AXQ6)     
IF5A2_SOLLC (Q9AXQ5)     
IF5A3_SOLLC (Q9AXQ4)     
IF5A4_SOLLC (Q9AXQ3)     
IF5A1_SOLTU (P56333)     
IF5A3_SOLTU (P56335)     
IF5A4_SOLTU (P56336)     
IF5A5_SOLTU (P56337)     
IF5A_SPOEX  (P62924)     
IF5A_SPOFR  (P62925)     
IF5A1_TOBAC (P69040)     
IF5A_TRYB2  (Q387H6)     
IF5A1_XENLA (Q7ZXG3)     
IF5A1_YEAST (P23301)     
IF5A2_YEAST (P19211)     

IF5A_AERPE  (Q9YA53)     
IF5A_ARCFU  (O29612)     
IF5A_CALMQ  (A8MD73)     
IF5A_DESA1  (B8D4W8)     
IF5A_HALLT  (B9LP76)     
IF5A_HALMA  (Q5V103)     
IF5A_HALS3  (B0R6B4)     
IF5A_HALSA  (Q9HP78)     
IF5A_HALWD  (Q18F19)     
IF5A_HYPBU  (A2BNB6)     
IF5A_IGNH4  (A8ABK3)     
IF5A_KORCO  (B1L7A5)     
IF5A_META3  (A6UVH4)     
IF5A_METAC  (Q8TJ03)     
IF5A_METAR  (Q0W941)     
IF5A_METB6  (A7I807)     
IF5A_METBF  (Q46EL9)     
IF5A_METBU  (Q12UU7)     
IF5A_METHJ  (Q2FQ93)     
IF5A_METJA  (Q58625)     
IF5A_METKA  (Q8TXD5)     
IF5A_METM5  (A4FXY5)     
IF5A_METM6  (A9AAZ2)     
IF5A_METM7  (A6VFP3)     
IF5A_METMA  (Q8PYE0)     
IF5A_METMJ  (A3CU49)     
IF5A_METMP  (Q6LYN8)     
IF5A_METPE  (B8GEC0)     
IF5A_METS3  (A5ULK4)     
IF5A_METS5  (A4YHK9)     
IF5A_METST  (Q2NEM4)     
IF5A_METTH  (O26955)     
IF5A_METTP  (A0B9S8)     
IF5A_METVS  (A6UNS4)     
IF5A_NANEQ  (Q74N24)     
IF5A_NATPD  (Q3IN38)     
IF5A_PICTO  (Q6L150)     
IF5A_PYRAB  (Q9V0M2)     
IF5A_PYRAE  (P56635)     
IF5A_PYRAR  (A4WLN5)     
IF5A_PYRCJ  (A3MTA0)     
IF5A_PYRFU  (Q8U1E4)     
IF5A_PYRHO  (O50089)     
IF5A_PYRIL  (A1RS27)     
IF5A_PYRNV  (B1Y9U5)     
IF5A_SACS2  (Q97ZE8)     
IF5A_STAMF  (A3DNK3)     
IF5A_SULAC  (P28461)     
IF5A_SULIA  (C3N5B1)     
IF5A_SULIK  (C4KGX7)     
IF5A_SULIL  (C3MPN5)     
IF5A_SULIM  (C3MYM9)     
IF5A_SULIN  (C3NHT8)     
IF5A_SULIY  (C3NDW5)     
IF5A_SULTO  (Q971T0)     
IF5A_THEAC  (Q9HJB1)     
IF5A_THEGJ  (C5A5M5)     
IF5A_THEKO  (Q5JI42)     
IF5A_THEON  (B6YTM4)     
IF5A_THEPD  (A1RX88)     
IF5A_THESM  (C6A117)     
IF5A_THEVO  (Q97BB9)     


====
eIF6
====

IF6_ASPOR   (Q2UTN7)     
IF6_BABBO   (A7ANL7)     
IF6_BETVU   (O81920)     
IF6_BOVIN   (Q9TU47)     
IF6_CAEEL   (O62106)     
IF6_CANAL   (Q59L13)     
IF6_DANRE   (Q6ZM19)     
IF6_DICDI   (Q551M2)     
IF6_DROME   (P56538)     
IF6_EMENI   (Q5ASA6)     
IF6_ENCCU   (Q8SS47)     
IF6_ENTDS   (B0EMY3)     
IF6_GUITH   (Q98RM8)     
IF6_HUMAN   (P56537)     
IF6_MOUSE   (O55135)     
IF6_NEUCR   (Q7S2W6)     
IF6_OSTLU   (A4RSQ6)     
IF6_RAT     (Q3KRD8)     
IF6_SCHPO   (O94476)     
IF6_SORMK   (D1ZG64)     
IF6_TALSN   (B8MDN4)     
IF6_TETTS   (Q245F2)     
IF6_TOXGV   (B9PVB9)     
IF61_TRYCC  (Q4E097)     
IF6_TRYCR   (Q9XYP3)     
IF6_VERA1   (C9SV08)     
IF6_XENLA   (Q6GR45)     
IF6_YEAST   (Q12522)     

IF6_AERPE   (Q9YD27)     
IF6_ARCFU   (O28214)     
IF6_CENSY   (A0RYC3)     
IF6_HALLT   (B9LUU8)     
IF6_HALS3   (B0R7X7)     
IF6_HALWD   (Q18EU8)     
IF6_HYPBU   (A2BN57)     
IF6_META3   (A6UT95)     
IF6_METAC   (Q8TIN4)     
IF6_METAR   (Q0W5H2)     
IF6_METB6   (A7I9I6)     
IF6_METBF   (Q46FA1)     
IF6_METBU   (Q12ZJ5)     
IF6_METHJ   (Q2FS97)     
IF6_METJA   (Q60357)     
IF6_METKA   (Q8TUY5)     
IF6_METLZ   (A2STI7)     
IF6_METM5   (A4G0C9)     
IF6_METM6   (A9A8N1)     
IF6_METM7   (A6VI48)     
IF6_METMA   (Q8PYQ3)     
IF6_METMJ   (A3CWZ4)     
IF6_METMP   (Q6M156)     
IF6_METPE   (B8GEU6)     
IF6_METS3   (A5UL31)     
IF6_METST   (Q2NGQ7)     
IF6_METTH   (O27648)     
IF6_METVS   (A6UR54)     
IF6_NANEQ   (Q74MW8)     
IF6_NATPD   (Q3ITD5)     
IF6_NITMS   (A9A305)     
IF6_PICTO   (Q6L2L0)     
IF6_PYRAB   (Q9UYI6)     
IF6_PYRAE   (Q8ZTU1)     
IF6_PYRAR   (A4WL95)     
IF6_PYRFU   (Q8U3S8)     
IF6_PYRHO   (O58264)     
IF6_SACS2   (Q980G0)     
IF6_STAMF   (A3DNH5)     
IF6_SULAC   (P38619)     
IF6_SULIA   (C3MZB3)     
IF6_SULIK   (C4KIJ1)     
IF6_SULIL   (C3MR78)     
IF6_SULIM   (C3MXG7)     
IF6_SULIN   (C3NGA1)     
IF6_SULIY   (C3N7D3)     
IF6_SULTO   (Q971I4)     
IF6_THEAC   (Q9HM16)     
IF6_THEGJ   (C5A7H2)     
IF6_THEKO   (Q5JGT4)     
IF6_THEON   (B6YWY2)     
IF6_THEPD   (A1RXF3)     
IF6_THEVO   (Q97CU0)     


===================
eIF1 (eIF-1) (SUI1)
===================

ETIF1_ANOGA (P42678)     
SUI11_ARATH (P41568)     
SUI12_ARATH (Q94JV4)     
EIF1_BOVIN  (Q5E938)     
SUI1_BRAOL  (Q9SQF4)     
EIF1_CHICK  (P51971)     
ETIF1_DROME (Q9VZS3)     
SUI1_EREGS  (Q755R1)     
EIF1B_HUMAN (O60739)     
EIF1_HUMAN  (P41567)     
EIF1B_MACFA (Q4R4X9)     
SUI1_MAIZE  (P56330)     
EIF1B_MOUSE (Q9CXU9)     
EIF1_MOUSE  (P48024)     
SUI1_ORYSI  (A6MZM2)     
SUI1_ORYSJ  (Q0D5W6)     
EIF1B_PIG   (P61220)     
EIF1_PONAB  (Q5RFF4)     
SUI1_SALBA  (O48650)     
SUI1_SCHPO  (P79060)     
SUI1_SPOST  (Q9SM41)     
SUI1_SPUBR  (O82569)     
SUI1_YEAST  (P32911)     

SUI1_AERPE  (Q9YBG9)     
SUI1_ARCFU  (O29348)     
SUI1_CENSY  (A0RWW9)     
SUI1_HALLT  (B9LR02)     
SUI1_HALMA  (Q5UZP9)     
SUI1_HALS3  (B0R868)     
